			BibTeX Key	Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
0	0	0	4673	4673	Mosser, Peter	Zugänge zu Hilfen vor dem Hintergrund des Labeling als "Betroffene" vs. "Täter" infolge sexuell übergriffigen Verhaltens im innerfamiliären Kontext		3 Thematischer Fokus; 3.4 Intervention; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt	Familie // family; Geschwister // siblings; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work
0	0	0	4867	4867	Muck, Christoph; Schiller, Eva-Maria; Kärtner, Joscha	Prävention sexualisierter Gewalt im Jugendalter	ZSE (Zeitschrift für Soziologie der Erziehung und Sozialisation)	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention	Disclosure // disclosure; Evaluation // evaluation; Forschungsergebnisse // research results; Konzepte, Materialien // concepts; Schule // school; Sexualisierte Gewalt // sexual violence
0	0	0	4588	4588	Neubacher, Frank; Schmidt, Holger	Sexuelle und sexualisierter Gewalt im Jugendstrafvollzug		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Jugendliche // youth; Recht // law; Sexualisierte Gewalt // sexual violence
0	0	0	4753	4753	Nord, Ilona; Heller, Tim; Mahler, Linda	Sexualität und Intimität	Rpi-Impulse	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Jugendliche // youth; Konzepte, Materialien // concepts; Schule // school; Sexualerziehung // sex ed; Sexualpädagogik // sex education
0	0	0	4811	4811	O'Carroll, Tom	Kindliche »Unschuld« ist kein Ideal		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	kindliche Sexualität // childhood sexuality; Pädosexualität // pedosexuality; Theorie // theory
1	0	0	4864	4864	Oldemeier, Kerstin; Krell, Claudia	„Coming-out – und dann …?!“		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.3 Diskriminierung	Coming out // coming out; Diskriminierung // discrimination; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Quantitative Forschung // quantitative research; Sexuelle Vielfalt // sexual diversity; Survey // survey
1	0	0	3828	3828	Oppermann, Carolin; Winter, Veronika; Harder, Claudia; Wolff, Mechthild; Schröer, Wolfgang	Lehrbuch Schutzkonzepte in pädagogischen Organisationen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.3 Ich bin sicher!	Intervention // intervention; Jugendliche // youth; Kinder // children; Prävention // prevention; Schutzkonzept // protection concept
0	0	0	4902	4902	Palzkill, Birgit	Akzeptanz sexueller Vielfalt und Selbstsicherheit stärken	Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Pädagogische Fachkräfte // pedagogial staff; Schule // school; Sexuelle Vielfalt // sexual diversity
1	0	0	4309	4309	Pfeffer, Simone; Storck, Christina; Feldmann, Julia	Primärprävention sexuellen Missbrauchs in Kindertageseinrichtungen.		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.10 ReSi	Evaluation // evaluation; Forschungsergebnisse // research results; Kinder // children; Kindertagesstätte // day-care centre; Prävention // prevention; Quantitative Forschung // quantitative research; Sexueller Missbrauch // sexual abuse
0	0	0	4509	4509	Pfeffer, Simone; Storck, Christina; Hansen, Jennifer; Feldmann, Julia	Resilienzförderung und Prävention sexualisierter Gewalt in Kitas		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.10 ReSi	Evaluation // evaluation; Forschungsergebnisse // research results; Kindertagesstätte // day-care centre; Konzepte, Materialien // concepts; Prävention // prevention; Resilienz // resilience
1	0	0	4917	4917	Pieck, Nadine	Gender und Macht in der Sozialen Arbeit	Sozial Extra	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Geschlecht // gender; Soziale Arbeit // Social Work; Theorie // theory
1	0	0	4975	4975	Plener, Paul L.	Zwangsmaßnahmen in der Kinder- und Jugendpsychiatrie		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Kinder- und Jugendhilfe // child welfare system; Medizin // medicine; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept; Stationäre Einrichtungen // residential care
1	0	0	4946	4946	Poelchau, Heinz-Werner	Leitungsverantwortung für Kinderschutz im Schulwesen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Kinderschutz // child protection; Leitung // leadership; Schule // school
0	0	0	3447	3447	Poelchau, Heinz-Werner; Briken, Peer; Wazlawik, Martin; Bauer, Ullrich; Fegert, Jörg M.; Kavemann, Barbara	Bonner Ethik-Erklärung		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.2 Andere Fachkräfte; 8 Forschung; 9 Förderlinie	Forschungsethik // research ethics; Sexualisierte Gewalt // sexual violence
0	0	0	4940	4940	Pöter, Jan; Wazlawik, Martin	Pädagogische Einrichtungen sicher(er) machen	Kindesmisshandlung und -vernachlässigung	2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.3.5 Junprof Münster	Forschungsergebnisse // research results; Forschungsstand // state of research; Institutionelle Dynamiken // institutional dynamics; Pädagogische Einrichtung // educational facilities; Risikofaktoren // risk factors; Sexualisierte Gewalt // sexual violence
0	0	0	4675	4675	Priebe, Bernd	Der Einfluss von Scham und Labelingprozessen auf die stationäre Arbeit mit Kindern und Jugendlichen, die gegenüber ihren Geschwistern sexuell übergriffig geworden sind		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Familie // family; Geschwister // siblings; Pädagogische Einrichtung // educational facilities; Psychotherapie // psychotherapy; Scham // shame; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care
0	0	0	4904	4904	Proll, Beate	Zum Umgang mit Eltern beim Thema »sexuelle Vielfalt«	Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.3 Eltern und Familie	Eltern // parents; Schule // school; Sexuelle Vielfalt // sexual diversity
1	0	0	4779	4779	Proll, Beate; Eikenbusch, Gerhard	Sexuelle und geschlechtliche Vielfalt in der Schule	Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Schule // school; Sexualerziehung // sex ed; Sexuelle Vielfalt // sexual diversity
1	0	0	4962	4962	Rau, Thea; Liebhardt, Hubert	Partizipations­möglichkeiten und Beschwerdemanagement		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Pädagogische Einrichtung // educational facilities; Partizipation // participation; Schutzkonzept // protection concept
1	0	0	4558	4558	Rau, Thea; Pohling, Andrea; Andresen, Sabine; Fegert, Jörg M.; Allroggen, Marc	Sexuelle Gewalterfahrungen von Jugendlichen in Heimen und Internaten		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.16 Sprich mit!	Forschungsergebnisse // research results; Internat // boarding school; Peergewalt // peer violence; Prävalenz // prevalence; Quantitative Forschung // quantitative research; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care; Survey // survey
0	0	0	4607	4607	Reichelt, Susanne	Hände weg!		3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Konzepte, Materialien // concepts; Sexueller Missbrauch // sexual abuse
0	0	0	4618	4618	RESPONS Kollektiv; Unrast e.V.	Was tun bei sexualisierter Gewalt?		2 Institutioneller Kontext; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention	Konzepte, Materialien // concepts; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Täter*in // offender
0	0	0	4576	4576	Retkowski, Alexandra	Professionelle, organisationale und schulöffentliche Selbstverständigungsprozesse im Kontext schwebender Verdachtsfälle auf sexualisierte Gewalt		1 Soziale Rahmung; 1.2 Policies; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch	Biographieforschung // biographical research; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Professionalität // professionality; Schule // school; Sexualisierte Gewalt // sexual violence; Verdacht // suspicion
1	0	0	4310	4310	Retkowski, Alexandra; Dekker, Arne; Henningsen, Anja; Voß, Heinz-Jürgen; Wazlawik, Martin	Basis-Curriculum zur Verankerung des Themas "Sexuelle Gewalt in Institutionen" in universitärer und hochschulischer Lehre		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.1 Forschungsprof Merseburg; 9.3.2 Junprof Hamburg; 9.3.3 Junprof Kassel; 9.3.4 Junprof Kiel; 9.3.5 Junprof Münster	Curriculum // curriculum; Institutionelle Dynamiken // institutional dynamics; Konzepte, Materialien // concepts; Sexualisierte Gewalt // sexual violence
1	0	0	2466	2466	Retkowski, Alexandra; Treibel, Angelika; Tuider, Elisabeth	Handbuch Sexualisierte Gewalt und pädagogische Kontexte		3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.3.3 Junprof Kassel	Institutionelle Dynamiken // institutional dynamics; Pädagogik // pedagogy; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
0	0	0	4295	4295	Rieske, Thomas Viola; Scambor, Elli; Wittenzellner, Ulla	Aufdeckungsprozesse		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention	Disclosure // disclosure; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results
0	0	0	4578	4578	Rieske, Thomas Viola; Scambor, Elli; Wittenzellner, Ulla	Aufdeckungsprozesse bei männlichen Betroffenen von sexualisierter Gewalt in Kindheit und Jugend		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention	Disclosure // disclosure; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Geschlecht // gender; Jungen // boys; Kinder- und Jugendhilfe // child welfare system; Männer // men; Menschenrechte // human rights; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Soziale Arbeit // Social Work
1	0	0	2612	2612	Rieske, Thomas Viola; Scambor, Elli; Wittenzellner, Ulla; Könnecke, Bernard; Puchert, Ralf	Aufdeckungsprozesse männlicher Betroffener von sexualisierter Gewalt in Kindheit und Jugend		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention	Disclosure // disclosure; Geschlecht // gender; Jungen // boys; Kinder- und Jugendhilfe // child welfare system; Männer // men; Menschenrechte // human rights; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
1	0	0	4977	4977	Röder, Martina; Pätzmann-Sietas, Birgit	Schutzkonzepte in der Altenpflege		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention	Schutzkonzept // protection concept
0	0	0	3729	3729	Rohrmann, Tim; Wanzeck-Sielert, Christa	Mädchen und Jungen in der KiTa		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Geschlecht // gender; Kinder // children; Kindertagesstätte // day-care centre; Konzepte, Materialien // concepts; Psychosexuelle Entwicklung // sexuality development; Sexuelle Bildung // sexuality education
0	0	0	4776	4776	Rose, Andreas; Poppek, Sandra; Mösler, Thomas; Kemper, Johannes; Dorrmann, Wolfram	Sexuelle Probleme bei Kindern und Jugendlichen		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt	Jugendliche // youth; jugendliche Täter*innen // youth offenders; Kinder // children; Konzepte, Materialien // concepts; Psychotherapie // psychotherapy; Sexualverhalten // sexual behaviour
1	0	0	4555	4555	Rulofs, Bettina; Hartmann-Tews, Ilse; Bartsch, Fabienne; Breuer, Christoph; Feiler, Svenja; Ohlert, Jeannine; Rau, Thea; Schröer, Meike; Seidler, Corinna; Wagner, Ingo; Allroggen, Marc	Sexualisierte Gewalt im Sport		2 Institutioneller Kontext; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.13 Safe Sport	Forschungsergebnisse // research results; Prävalenz // prevalence; Quantitative Forschung // quantitative research; Sexualisierte Gewalt // sexual violence; Sport // sports; Survey // survey
0	0	0	4574	4574	Rulofs, Bettina; Wagner, Ingo	Prävention sexualisierter Gewalt in Sportvereinen		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.13 Safe Sport	Evaluation // evaluation; Forschungsergebnisse // research results; Konzepte, Materialien // concepts; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse; Sport // sports
1	0	0	4925	4925	Rusack, Tanja	(Keine) Sexuelle Selbstbestimmung von Jugendlichen?!	Sozial Extra	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Kinder- und Jugendhilfe // child welfare system; Selbstbestimmung // agency; Stationäre Einrichtungen // residential care
1	0	0	4559	4559	Rusack, Tanja; Eßer, Florian; Allroggen, Marc; Domann, Sophie; Fegert, Jörg M.; Kampert, Meike; Schloz, Carolin; Schröer, Wolfgang; Rau, Thea; Wolff, Mechthild	Die Organisation von Schutz als alltägliche Praxis		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 9 Förderlinie; 9.1.3 Ich bin sicher!	Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept; Sexualität // sexuality; Stationäre Einrichtungen // residential care
1	0	0	4519	4519	Sachse, Christian; Knorr, Stefanie; Baumgart, Benjamin	Sexueller Missbrauch in der DDR		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung	Aufarbeitung // rehabilitation; Geschichte // history; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
0	0	0	4788	4788	Sager, Christin	Zur Pädagogisierung kindlicher Sexualität	Widersprüche	1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder; 7 Sexualität; 7.1 Sexuelle Erfahrungen	68er // 1960s; Diskursanalyse // discourse analysis; Geschichte // history; Kinder // children; kindliche Sexualität // childhood sexuality
0	0	0	4752	4752	Sajak, Clauss Peter	Sexualerziehung und sexuelle Vielfalt	Engagement	1 Soziale Rahmung; 1.1 Diskurse; 1.2 Policies; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Curriculum // curriculum; Geschlecht // gender; Schule // school; Sexualpädagogik // sex education; Sexuelle Vielfalt // sexual diversity
0	0	0	4941	4941	Sauer, Karin E.; Teubert, Anja	Prävention von (sexualisierter) Gewalt gegenüber Menschen mit kognitiven Beeinträchtigungen	Kindesmisshandlung und -vernachlässigung	1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention	Handlungsempfehlungen // guidelines; Menschen mit Behinderungen // people with disabilities; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care
0	0	0	4719	4719	Sauer, Karin Elinor	Disability Studies im Handlungsfeld Behinderung und Sexualität	Zeitschrift für Inklusion	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Menschen mit Behinderungen // people with disabilities; Sexualität // sexuality; Soziale Arbeit // Social Work; Theorie // theory
1	0	0	4553	4553	Scambor, Elli; Rieske, Thomas Viola; Wittenzellner, Ulla; Schlingmann, Thomas; Könnecke, Bernard; Puchert, Ralf	Was hilft?		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention	Disclosure // disclosure; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jungen // boys; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
0	0	0	2554	2554	Scambor, Elli; Wittenzellner, Ulla; Rieske, Thomas Viola	Bedingungen für gelingende Aufdeckungsprozesse		6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention	Disclosure // disclosure; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Qualitative Forschung // qualitative research
0	0	0	4821	4821	Schinaia, Cosimo	Pädophilie		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch	Pädosexualität // pedosexuality; Psychologie // psychology; Sexueller Missbrauch // sexual abuse; Täter*in // offender; Theorie // theory
1	0	0	4980	4980	Schmid, Marc	Grenzverletzendes Verhalten von Klienten gegenüber Mitarbeitenden		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Kinder- und Jugendhilfe; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.2 Übergriff, Peergewalt	Grenzen // boundaries; Kinder- und Jugendhilfe // child welfare system; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff
0	0	0	3589	3589	Schrupp, Antje	Kleine Geschichte des Feminismus		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Feminismus // feminism; Geschichte // history; Konzepte, Materialien // concepts
1	0	0	4978	4978	Schulz, Michael; Löhr, Michael	Schutzkonzepte in der (psychiatrischen) Krankenpflege		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention	Medizin // medicine; Schutzkonzept // protection concept
1	0	0	4709	4709	Schürer, Anja	Akzeptanz von geschlechtlich-sexueller Vielfalt in der Bundesrepublik Deutschland		1 Soziale Rahmung; 1.2 Policies; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 6 Gewalt; 6.3 Diskriminierung	Evaluation // evaluation; Forschungsergebnisse // research results; Handlungsempfehlungen // guidelines; Konzepte, Materialien // concepts; Schule // school; Sexuelle Vielfalt // sexual diversity
0	0	0	4672	4672	Schweinsberg, Jan	Deliktarbeit bei inner- und außerfamiliären sexualisierten Übergriffen		3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt	Familie // family; Geschwister // siblings; Handlungsempfehlungen // guidelines; Intervention // intervention; Recht // law; Sexualisierte Gewalt // sexual violence
1	0	0	4739	4739	Schweizer, Katinka; Vogler, Fabian	Die Schönheiten des Geschlechts		1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Intergeschlechtlichkeit // intersexuality
1	0	0	4930	4930	Sehmer, Julian; Marks, Svenja	Kinderschutz 2018	Sozial Extra	3 Thematischer Fokus; 3.3 Kinderschutz	68er // 1960s; Kinderschutz // child protection
0	0	0	4876	4876	Seiffge-Krenke, Inge	Bisexuelles Schwanken und homoerotische Bestrebungen bei Mädchen	Kinder- und Jugendlichen-Psychotherapie (KJP)	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Bisexualität // bisexuality; Jugendsexualität // youth sexuality; Mädchen // girls; Psychologie // psychology; Sexuelle Orientierung // sexual orientation; Sexuelle Vielfalt // sexual diversity; Theorie // theory
0	0	0	3853	3853	Söhner, Felicitas; Fangerau, Heiner	Medizinhistorische Perspektive auf die Wandlung des Verständnisses sexualisierter Gewalt im 20. Jahrhundert		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.7 Kindeswohl als kollektives Orientierungsmuster?	Diskursanalyse // discourse analysis; Geschichte // history; Medizin // medicine; Sexualisierte Gewalt // sexual violence
0	0	0	4789	4789	Sparmann, Julia	Lustvoll körperwärts		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Frauen // women; junge Erwachsene // young adults; Konzepte, Materialien // concepts; Sexuelle Bildung // sexuality education
0	0	0	3999	3999	Stahlke, Iris	Gewalt in Teenagerbeziehungen		3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 7 Sexualität; 7.2 Beziehungsgestaltung	Beziehungsgestaltung // relationships; Forschungsergebnisse // research results; Gewalt // violence; Jugendliche // youth; Liebe // love; Prävention // prevention; Qualitative Forschung // qualitative research; Quantitative Forschung // quantitative research; Schule // school; Soziale Arbeit // Social Work; Survey // survey
0	0	0	4503	4503	Steinbach, Beate	Handeln bei Verdacht auf sexuelle Gewalt in der Jugendarbeit		2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch	Handlungsempfehlungen // guidelines; Intervention // intervention; Jugendarbeit // youth work; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence; Verdacht // suspicion
0	0	0	5004	5004	Steiner, Maria	Wenn nichts mehr ist, wie es mal war		3 Thematischer Fokus; 3.3 Kinderschutz; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch	Aufarbeitung // rehabilitation; Handlungsempfehlungen // guidelines; Intervention // intervention; Konzepte, Materialien // concepts; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence
