;;;Autor, Herausgeber oder Institution;Zeitschrift/Zeitung;Laufnummer;BibTeX Key;Schlagwörter;Kategorien;Titel
FALSCH;FALSCH;FALSCH;"Neubacher, Frank; Schmidt, Holger";;933;Neubacher.2018;"Jugendliche // youth; Recht // law; Sexualisierte Gewalt // sexual violence";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt";Sexuelle und sexualisierter Gewalt im Jugendstrafvollzug
FALSCH;FALSCH;FALSCH;"Nieder, Timo O.; Richter-Appelt, Hertha; Möller, Birgit";;934;Nieder.2015;"Jugendliche // youth; Kinder // children; Sexuelle Vielfalt // sexual diversity; Trans* // trans*";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche";Kinder und Jugendliche mit Geschlechtsdysphorie
FALSCH;FALSCH;FALSCH;Nikulka, Iris;;935;Nikulka.2015;"Jugendliche // youth; Körper // body; Psychologie // psychology";"1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Ich will die Brüste von Katie Price.
FALSCH;FALSCH;FALSCH;Obele, Claudia;;936;Obele.2015;"Intervention // intervention; Pädagogische Einrichtung // educational facilities; Prävention // prevention; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.2 Leitlinien; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt";Maßnahmen der Prävention und Intervention bei massivem Fehlverhalten und sexueller Übergriffe innerhalb einer Einrichtung
FALSCH;FALSCH;FALSCH;"Oldemeier, Kerstin; Krell, Claudia";;937;Oldemeier.2018;"Coming out // coming out; Diskriminierung // discrimination; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Quantitative Forschung // quantitative research; Sexuelle Vielfalt // sexual diversity; Survey // survey";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.3 Diskriminierung";Coming-out – und dann …?!
FALSCH;FALSCH;FALSCH;"Pfeffer, Simone; Storck, C.; Feldmann, Julia";;938;Pfeffer.2017b;"Kinder // children; Kindertagesstätte // day-care centre; Prävention // prevention; Professionalität // professionality; Resilienz // resilience; Schutzfaktoren // protection factor; Sexualisierte Gewalt // sexual violence";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.10 ReSi";ReSi - Resilienz und Sicherheit
FALSCH;FALSCH;FALSCH;"Pfeffer, Simone; Storck, Christina; Feldmann, Julia";;939;Pfeffer.2018;"Evaluation // evaluation; Forschungsergebnisse // research results; Kinder // children; Kindertagesstätte // day-care centre; Prävention // prevention; Quantitative Forschung // quantitative research; Sexueller Missbrauch // sexual abuse";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.1 Kita; 3 Thematischer Fokus; 3.2 Gewaltprävention; 9 Förderlinie; 9.1.10 ReSi";Primärprävention sexuellen Missbrauchs in Kindertageseinrichtungen.
FALSCH;FALSCH;FALSCH;Plener, Paul L.;;940;Plener.2018;"Kinder- und Jugendhilfe // child welfare system; Medizin // medicine; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept; Stationäre Einrichtungen // residential care";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz";Zwangsmaßnahmen in der Kinder- und Jugendpsychiatrie
FALSCH;FALSCH;FALSCH;"Plener, Paul; Fegert, Jörg M.; Wolff, Mechthild";;941;Plener.2015;"Hochschule, Universität // college, university; Prävention // prevention; Sexualisierte Gewalt // sexual violence";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt";Konsequenzen für die Ausbildung
FALSCH;FALSCH;FALSCH;Poelchau, Heinz-Werner;;942;Poelchau.2018;"Kinderschutz // child protection; Leitung // leadership; Schule // school";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz";Leitungsverantwortung für Kinderschutz im Schulwesen
FALSCH;FALSCH;FALSCH;"Poelchau, Heinz-Werner; Briken, Peer; Wazlawik, Martin; Bauer, Ullrich; Fegert, Jörg M.; Kavemann, Barbara";;943;Poelchau.2018b;"Forschungsethik // research ethics; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.5 Hochschule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.2 Andere Fachkräfte; 8 Forschung; 9 Förderlinie";Bonner Ethik-Erklärung
FALSCH;FALSCH;FALSCH;Pohling, Andrea;;944;Pohling.2015;"Sexualerziehung // sex ed; Sexualpädagogik // sex education";"3 Thematischer Fokus; 3.1 Sexualpädagogik";Sexualpädagogik und Sexualerziehung
FALSCH;FALSCH;FALSCH;Pohlkamp, Ines;;945;Pohlkamp.2015;"Geschlecht // gender; Queer Theorie // Queer Theory; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Queer-dekonstruktive Perspektiven auf Sexualität und Geschlecht
FALSCH;FALSCH;FALSCH;Priebe, Bernd;;946;Priebe.2018;"Familie // family; Geschwister // siblings; Pädagogische Einrichtung // educational facilities; Psychotherapie // psychotherapy; Scham // shame; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt; 6.2 Übergriff, Peergewalt";Der Einfluss von Scham und Labelingprozessen auf die stationäre Arbeit mit Kindern und Jugendlichen, die gegenüber ihren Geschwistern sexuell übergriffig geworden sind
FALSCH;FALSCH;FALSCH;Profus, Andrzej;;947;Profus.2016;Asexualität // asexuality;"1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Unsichtbares sichtbar machen
FALSCH;FALSCH;FALSCH;"Rau, Thea; Liebhardt, Hubert";;948;Rau.2018;"Pädagogische Einrichtung // educational facilities; Partizipation // participation; Schutzkonzept // protection concept";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz";Partizipations­möglichkeiten und Beschwerdemanagement
FALSCH;FALSCH;FALSCH;"Rau, Thea; Pohling, Andrea; Andresen, Sabine; Fegert, Jörg M.; Allroggen, Marc";;949;Rau.2018b;"Forschungsergebnisse // research results; Internat // boarding school; Peergewalt // peer violence; Prävalenz // prevalence; Quantitative Forschung // quantitative research; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care; Survey // survey";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.16 Sprich mit!";Sexuelle Gewalterfahrungen von Jugendlichen in Heimen und Internaten
FALSCH;FALSCH;FALSCH;Reichardt, Sven;;950;Reichardt.2017;"Geschichte // history; Pädosexualität // pedosexuality; Täter*in // offender";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung";Pädosexualität im linksalternativen Milieu und bei den Grünen in den 1970er bis 1990er Jahren
FALSCH;FALSCH;FALSCH;Remus, Juana;;951;Remus.2015;"Intergeschlechtlichkeit // intersexuality; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Inter*Realitäten
FALSCH;FALSCH;FALSCH;Rendtorff, Barbara;;952;Rendtorff.2015;"Geschlecht // gender; Schule // school";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Thematisierung oder Dethematisierung
FALSCH;FALSCH;FALSCH;Rendtorff, Barbara;;953;Rendtorff.2020;"Gewalt // violence; Handlungsempfehlungen // guidelines; Pädagogik // pedagogy; Professionalität // professionality; Sexualität // sexuality; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.1 Diskurse; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.5 Negative Folgen; 7 Sexualität; 7.2 Beziehungsgestaltung";Gewaltdimensionen pädagogischen Handelns und das Sexuelle
FALSCH;FALSCH;FALSCH;"Rendtorff, Barbara; Glammeier, Sandra; Vogelsang, Verena";;954;Rendtorff.2016;"Forschungsergebnisse // research results; Geschlecht // gender; Gewalt // violence; Pädagogik // pedagogy; Pädagogische Fachkräfte // pedagogial staff; Quantitative Forschung // quantitative research; Schule // school; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.15 Sexualisierte Übergriffe und Schule";Bildung - Gewalt - Geschlecht
FALSCH;FALSCH;FALSCH;"Retkowski, Alexandra; Dekker, Arne; Henningsen, Anja; Voß, Heinz-Jürgen; Wazlawik, Martin";;955;Retkowski.2019;"Curriculum // curriculum; Fachberatungsstelle // specialist counselling; Forschungsergebnisse // research results; Hochschule, Universität // college, university; Lehrer*innen // Teachers; Pädagogik // pedagogy; Professionalität // professionality; Professionsethik // professional ethics; Psychologie // psychology; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Soziale Arbeit // Social Work; Sozialwissenschaften // social sciences; Studierende // students; Weiterbildung // further education";"1 Soziale Rahmung; 1.2 Leitlinien; 6 Gewalt; 6.1 Sexueller Missbrauch; 8 Forschung; 9.3.1 Forschungsprof Merseburg; 9.3.2 Junprof Hamburg; 9.3.3 Junprof Kassel; 9.3.4 Junprof Kiel; 9.3.5 Junprof Münster";Basis-Curriculum zur Verankerung des Themas „Sexuelle Gewalt in Institutionen“ in universitärer und hochschulischer Lehre
FALSCH;FALSCH;FALSCH;"Retkowski, Alexandra; Hess, Johanna; Grosse, Martin";;956;Retkowski.2016;"Bewältigung // coping; Biographieforschung // biographical research; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Geschlecht // gender; Professionalität // professionality; Sexualität // sexuality";"1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.3.3 Junprof Kassel";Oh Gott was mach ich denn damit
FALSCH;FALSCH;FALSCH;Rieske, Thomas Viola;;957;Rieske.2016;"Betroffene sexualisierter Gewalt // sexual assault survivors; Männer // men; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention";Junge ≠ Opfer?
FALSCH;FALSCH;FALSCH;"Rieske, Thomas Viola; Budde, Jürgen";;958;Rieske.2020b;"Aufarbeitung // rehabilitation; Betroffene sexualisierter Gewalt // sexual assault survivors; Disclosure // disclosure; Diskriminierung // discrimination; Diversität // diversity; Forschungsergebnisse // research results; Forschungsstand // state of research; Männer // men; Männlichkeit // masculinity; Praxis // practice; Professionalität // professionality; Professionsethik // professional ethics; Queer Theorie // Queer Theory; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault; Theorie // theory";"1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 8 Forschung; 9 Förderlinie; 9.2.9 SaferSexting";Männlichkeit und Gewalt in pädagogischen Kontexten – aktuelle Befunde und neue theoretische Impulse
FALSCH;FALSCH;FALSCH;"Rieske, Thomas Viola; Scambor, Elli; Wittenzellner, Ulla";;959;Rieske.2018b;"Disclosure // disclosure; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention";Aufdeckungsprozesse
FALSCH;FALSCH;FALSCH;"Rieske, Thomas Viola; Scambor, Elli; Wittenzellner, Ulla";;960;Rieske.2018c;"Disclosure // disclosure; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Geschlecht // gender; Jungen // boys; Kinder- und Jugendhilfe // child welfare system; Männer // men; Menschenrechte // human rights; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Soziale Arbeit // Social Work";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention";Aufdeckungsprozesse bei männlichen Betroffenen von sexualisierter Gewalt in Kindheit und Jugend
FALSCH;FALSCH;FALSCH;Rihl, Alexander;;961;Rihl.2015;"Forschungsergebnisse // research results; Jugendliche // youth; Pornografie // pornography";"1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen";Pornografie und Wirkung
FALSCH;FALSCH;FALSCH;"Röder, Martina; Pätzmann-Sietas, Birgit";;962;Roder.2018;Schutzkonzept // protection concept;"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention";Schutzkonzepte in der Altenpflege
FALSCH;FALSCH;FALSCH;Römisch, Kathrin;;963;Romisch.2017;"Menschen mit Behinderungen // people with disabilities; Pädagogische Einrichtung // educational facilities; Sexualisierte Gewalt // sexual violence";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch";Sexualisierte Gewalt in Institutionen der Behindertenhilfe
FALSCH;FALSCH;FALSCH;Rörig, Johannes-Wilhelm;;964;Rorig.2015;"Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.3 Kinderschutz";Unterstützung, Bündnisse und Impulse zur Einführung von Schutzkonzepten in Institutionen in den Jahren 2012-2013
FALSCH;FALSCH;FALSCH;Rulofs, Bettina;;965;Rulofs.2015;"Sexualisierte Gewalt // sexual violence; Sport // sports";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.13 Safe Sport";Sexualisierte Gewalt
FALSCH;FALSCH;FALSCH;"Rulofs, Bettina; Hartmann-Tews, Ilse; Bartsch, Fabienne; Breuer, Christoph; Feiler, Svenja; Ohlert, Jeannine; Rau, Thea; Schröer, Meike; Seidler, Corinna; Wagner, Ingo; Allroggen, Marc";;966;Rulofs.2018;"Forschungsergebnisse // research results; Prävalenz // prevalence; Quantitative Forschung // quantitative research; Sexualisierte Gewalt // sexual violence; Sport // sports; Survey // survey";"2 Institutioneller Kontext; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.13 Safe Sport";Sexualisierte Gewalt im Sport
FALSCH;FALSCH;FALSCH;"Rulofs, Bettina; Wagner, Ingo";;967;Rulofs.2018b;"Evaluation // evaluation; Forschungsergebnisse // research results; Konzepte, Materialien // concepts; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse; Sport // sports";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.5 Praxismaterialien; 9 Förderlinie; 9.1.13 Safe Sport";Prävention sexualisierter Gewalt in Sportvereinen
FALSCH;FALSCH;FALSCH;Rusack, Tanja;;968;Rusack.2017;"Beziehungsgestaltung // relationships; Jugendliche // youth; Pädagogische Einrichtung // educational facilities; Sexualität // sexuality";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung";Umgangsweisen mit Sexualität und Paarbeziehungen
FALSCH;FALSCH;FALSCH;"Rusack, Tanja; Eßer, Florian; Allroggen, Marc; Domann, Sophie; Fegert, Jörg M.; Kampert, Meike; Schloz, Carolin; Schröer, Wolfgang; Rau, Thea; Wolff, Mechthild";;969;Rusack.2018b;"Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jugendliche // youth; Pädagogische Einrichtung // educational facilities; Schutzkonzept // protection concept; Sexualität // sexuality; Stationäre Einrichtungen // residential care";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 9 Förderlinie; 9.1.3 Ich bin sicher!";Die Organisation von Schutz als alltägliche Praxis
FALSCH;FALSCH;FALSCH;"Rusack, Tanja; Kampert, Meike";;970;Rusack.2017b;"Schutzkonzept // protection concept; Stationäre Einrichtungen // residential care";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.3 Kinderschutz; 9 Förderlinie; 9.1.3 Ich bin sicher!";Schlussfolgerungen für die Umsetzung von Schutzkonzepten in Heimen, Internaten und Kliniken
FALSCH;FALSCH;FALSCH;Sager, Christin;;971;Sager.2017;"Kinder // children; kindliche Sexualität // childhood sexuality; Sexualerziehung // sex ed";"1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder";ENTSETZLICH, was die Kinder heute schon alles wissen dürfen.
FALSCH;FALSCH;FALSCH;"Scambor, Elli; Rieske, Thomas Viola; Wittenzellner, Ulla; Schlingmann, Thomas; Könnecke, Bernard; Puchert, Ralf";;972;Scambor.2018;"Disclosure // disclosure; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Jungen // boys; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention";Was hilft?
FALSCH;FALSCH;FALSCH;"Scambor, Elli; Wittenzellner, Ulla; Rieske, Thomas Viola";;973;Scambor.2018b;"Disclosure // disclosure; Einzelinterviews // one-on-one interviews; Forschungsergebnisse // research results; Qualitative Forschung // qualitative research";"6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.1 Aufdeckung und Prävention";Bedingungen für gelingende Aufdeckungsprozesse
FALSCH;FALSCH;FALSCH;"Scharmanski, Sara; Paschke, Stefanie; Urbann, Katharina; Verlinden, Karla";;974;Scharmanski.2016;"Evaluation // evaluation; Jugendliche // youth; Kinder // children; Menschen mit Behinderungen // people with disabilities; Prävention // prevention; Sexueller Missbrauch // sexual abuse; Weiterbildung // further education";"1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.14 SeMB";Prävention von sexuellem Missbrauch an Kindern und Jugendlichen mit Behinderung
FALSCH;FALSCH;FALSCH;Schlag, Nadine;;975;Schlag.2016;Asexualität // asexuality;"1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Asexualität
FALSCH;FALSCH;FALSCH;"Schloz, Carolin; Allroggen, Marc; Fegert, Jörg M.";;976;Schloz.2017;"Forschungsstand // state of research; Schutzfaktoren // protection factor; Schutzkonzept // protection concept";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 8 Forschung; 9 Förderlinie; 9.1.16 Sprich mit!";Forschungsstand zur Umsetzung von Schutzkonzepten und Faktoren einer gelingenden Implementierung
FALSCH;FALSCH;FALSCH;Schmauch, Ulrike;;977;Schmauch.2016;"Nähe-Distanz-Regulation // boundary management; Professionalität // professionality; Sexualpädagog*innen // sex educators";"2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte";Sexualpädagogisches Handeln in der Sozialen Arbeit
FALSCH;FALSCH;FALSCH;Schmid, Marc;;978;Schmid.2018;"Grenzen // boundaries; Kinder- und Jugendhilfe // child welfare system; Pädagogische Einrichtung // educational facilities; Pädagogische Fachkräfte // pedagogial staff";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.2 Übergriff, Peergewalt";Grenzverletzendes Verhalten von Klienten gegenüber Mitarbeitenden
FALSCH;FALSCH;FALSCH;"Schmid, Marc; Fegert, Jörg M.; Kölch, Michael";;979;Schmid.2020;"Schutzfaktoren // protection factor; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault";"6 Gewalt; 6.5 Negative Folgen; 6.6 Resilienz";Komplex traumatisierte Kinder, Jugendliche und Heranwachsende
FALSCH;FALSCH;FALSCH;Schmidt, Martin H.;;980;Schmidt.2015;"Psychotherapie // psychotherapy; Recht // law; Sexueller Missbrauch // sexual abuse";"3 Thematischer Fokus; 3.4 Intervention; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.4 Disclosure, Aufarbeitung";Begutachtung von Kindern und Jugendlichen
FALSCH;FALSCH;FALSCH;"Schmidt, Friederike; Schondelmayer, Anne-Christin";;981;Schmidt.2015c;"Konzepte, Materialien // concepts; Praxis // practice; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien";Sexuelle und geschlechtliche Vielfalt – (k)ein pädagogisches Thema?
FALSCH;FALSCH;FALSCH;"Schmidt, Friederike; Schondelmayer, Anne-Christin; Schröder, Ute B.";;982;Schmidt.2015c;"Selbstbestimmung // agency; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Selbstbestimmung und Anerkennung sexueller und geschlechtlicher Vielfalt
FALSCH;FALSCH;FALSCH;Schmincke, Imke;;983;Schmincke.2015;"Diskurs // discourse; Geschlecht // gender; Kinder // children";"1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder";Das Kind als Chiffre politischer Auseinandersetzung am Beispiel neuer konservativer Protestbewegungen in Frankreich und Deutschland
FALSCH;FALSCH;FALSCH;Schmitt, Claudia;;984;Schmitt.2015;"Intergeschlechtlichkeit // intersexuality; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.1 Kinder";Entwurf einer sexuell-geschlechtlichen Personagenese der ersten sechs Lebensjahre
FALSCH;FALSCH;FALSCH;Schmitz, Alina Marlene;;985;Schmitz.2019;"Digitale Medien // digital media; Medien // media; Partizipation // participation; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexualität // sexuality; Sexualkultur // sexuality culture; Sexualpädagog*innen // sex educators";"1 Soziale Rahmung; 1.3 Medien und Technologie; 5 Adressat*innen; 5.2 Jugendliche";pia-Themenwoche von Peers für Peers
FALSCH;FALSCH;FALSCH;Schröder, Carsten;;986;Schroder.2017;"Diskurs // discourse; Emotionen // emotions; Kinderschutz // child protection";"1 Soziale Rahmung; 1.1 Diskurse; 1.2 Leitlinien; 3 Thematischer Fokus; 3.3 Kinderschutz";Emotionen und Politiken in der Kinderschutzdebatte
FALSCH;FALSCH;FALSCH;Schröder, Julia;;987;Schroder.2019b;"Achtsamkeit // awareness; Gewalt // violence; Macht // power";"2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention";Gewalt in Sorgekonstellationen
FALSCH;FALSCH;FALSCH;"Schröder, Ute B.; Scheffler, Dirk";;988;Schroder.2015;"Handlungsempfehlungen // guidelines; Sexuelle Vielfalt // sexual diversity";"1 Soziale Rahmung; 1.2 Leitlinien; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik";Bei uns gibt es dieses Problem nicht
